Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp
Aitana Bonmatí,es ESP,MF,Barcelona,24-324,1998,7,5,461,1,0,1,0,0,1,0,1.0,1.0,0.9,f3d165f5,15f49df1,11,3,0.09,0.33,16.7,0,0.09,0.0,0.0,245,295,3902,828,0.7,-0.9,7,19,8,1,18,17,14,0,0,2,1,0,3,2,0,0,0,1,0,8,5,3,3,2,2,5,3,3,0,3,1,9,2,0,344,11,63,171,113,25,344,5,14,13,11,273,29,66,81,4,2,28,,3.00,20,3,+17,-0.76,14.5,4.3,+10.1,-0.78,0,4,3,1,6,5,0,0,0,34,2,3,0
Florencia Bonsegundo,ar ARG,"MF,FW",Madrid CFF,29-147,1993,11,9,834,3,0,3,0,0,0,0,2.3,2.3,0.7,6965bcd4,89818574,22,9,0.14,0.33,21.0,0,0.10,+0.7,+0.7,231,392,4265,1564,0.7,-0.7,12,26,8,3,24,28,14,8,3,1,0,2,2,0,0,1,0,0,1,27,15,7,18,2,7,16,9,13,0,13,12,39,9,0,530,14,122,252,160,23,530,7,17,34,14,297,25,76,83,5,2,45,,2.00,18,13,+5,-0.61,13.2,10.4,+2.8,-1.39,0,12,15,2,39,15,0,0,0,74,2,11,0
Berta Bou,,DF,Levante Planas,23-185,1999,9,9,638,0,0,0,0,0,5,0,0.7,0.7,0.0,a200616d,753b93a5,4,2,0.00,0.00,8.0,0,0.19,-0.7,-0.7,143,219,3008,1700,0.2,0.0,1,11,1,0,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,13,11,9,0,10,16,6,10,7,3,19,39,32,0,307,63,229,73,6,4,307,1,2,4,3,129,1,71,71,2,0,,2,0.89,6,17,-11,-0.27,6.4,13.6,-7.2,+0.06,0,5,4,1,0,13,0,0,0,34,4,7,0
Lucy Bronze,eng ENG,DF,Barcelona,31-041,1991,8,6,560,2,0,2,0,0,0,0,0.5,0.5,0.5,5056c581,15f49df1,9,3,0.22,0.67,15.7,0,0.05,+1.5,+1.5,426,531,6558,2494,1.1,-0.5,3,38,7,3,30,18,13,3,0,1,1,0,1,1,0,0,0,0,0,23,19,8,11,4,5,6,1,4,1,3,7,30,8,0,603,24,153,301,152,18,603,3,9,8,11,345,16,70,86,4,2,23,2,3.00,24,2,+22,-0.44,16.7,3.4,+13.3,-0.60,0,7,7,3,9,19,0,0,0,43,19,2,0
Nayluisa Cáceres,ve VEN,GK,UDG Tenerife,23-020,1999,5,5,450,0,0,0,0,0,2,0,0.0,0.0,0.0,f262e54f,4c088abe,0,0,,,,0,,0.0,0.0,112,189,3002,1962,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,199,170,198,1,0,0,199,0,0,0,0,65,0,90,90,5,0,,5,0.80,3,7,-4,-1.00,4.0,4.4,-0.3,+0.07,0,1,0,0,0,0,0,0,0,6,0,0,0
Klára Cahynová,cz CZE,MF,Sevilla,28-353,1993,7,6,503,0,0,0,0,0,2,1,0.1,0.1,0.3,047111da,215d9026,1,0,0.00,,11.9,0,0.09,-0.1,-0.1,138,179,2470,822,0.4,-0.3,4,13,5,0,21,7,6,0,1,0,0,0,0,0,0,0,0,0,0,25,15,8,13,4,14,19,5,10,1,9,7,32,10,0,254,11,70,146,40,5,254,3,6,17,11,127,6,72,79,2,1,27,,1.14,8,5,+3,+1.28,8.8,5.6,+3.2,+0.54,1,8,9,1,1,15,0,0,0,39,14,7,0
Mariona Caldentey,es ESP,"FW,MF",Barcelona,26-264,1996,7,4,506,3,4,3,0,1,1,0,1.4,0.6,2.6,59da315a,15f49df1,12,6,0.25,0.50,22.6,1,0.05,+1.6,+2.4,284,357,4308,1168,1.9,+1.4,14,29,12,1,35,34,28,2,1,1,2,0,6,4,0,1,1,0,0,4,2,2,1,1,2,2,0,1,0,1,3,7,3,0,422,0,47,185,193,20,421,5,13,19,12,348,42,72,86,3,3,54,1,3.00,23,2,+21,+0.02,15.4,2.6,+12.8,-0.25,0,3,12,1,10,2,0,0,0,33,1,1,0
Nagore Calderón,es ESP,MF,Sevilla,29-189,1993,11,7,643,0,1,0,0,0,1,0,0.4,0.4,0.4,8e0e1589,215d9026,5,1,0.00,0.00,25.6,0,0.09,-0.4,-0.4,180,236,3381,1303,0.2,+0.6,4,17,2,1,20,10,9,1,0,0,0,0,2,2,0,0,0,0,0,18,11,7,8,3,8,14,6,8,1,7,7,25,2,0,283,9,86,157,45,1,283,1,4,4,3,155,7,58,85,3,4,12,,1.09,15,12,+3,+1.46,10.7,7.5,+3.2,+0.41,0,6,9,0,7,11,0,0,0,53,2,0,0
Viola Calligaris,ch SUI,DF,Levante,26-266,1996,9,7,623,0,1,0,0,0,2,0,0.5,0.5,1.2,bf12363c,0f4738a8,3,2,0.00,0.00,10.4,0,0.15,-0.5,-0.5,335,402,6835,2691,0.5,-0.2,9,25,5,3,17,13,13,0,0,0,0,0,2,2,0,0,0,0,0,5,3,3,2,0,1,2,1,9,5,4,10,15,19,0,457,46,233,192,33,5,457,6,8,5,3,291,4,69,84,4,2,18,2,2.11,20,6,+14,+1.53,15.3,5.1,+10.3,+0.41,0,9,7,2,6,3,0,0,0,45,9,5,0
Ainoa Campo,,MF,Villarreal,26-174,1996,11,11,926,0,2,0,0,0,1,0,1.3,1.3,0.7,93aa95a3,7a7bef84,18,5,0.00,0.00,24.8,0,0.07,-1.3,-1.3,230,383,4048,1919,1.4,+1.3,7,48,5,1,42,23,14,0,1,3,2,3,3,2,0,0,0,0,1,49,32,9,26,14,8,25,17,18,1,17,14,63,9,1,526,14,127,290,116,11,526,5,11,20,8,246,17,84,84,7,0,,,0.91,10,24,-14,+4.26,9.7,16.3,-6.6,+0.24,0,12,13,1,8,32,0,0,0,83,15,14,0
Alba Caño,,MF,Barcelona,19-069,2003,1,0,45,0,0,0,0,0,0,0,0.0,0.0,0.0,607dd291,15f49df1,1,1,0.00,0.00,21.9,0,0.03,0.0,0.0,28,32,421,45,0.0,0.0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0,2,0,0,35,0,1,21,14,1,35,0,0,2,1,27,4,45,,0,1,45,1,3.00,1,0,+1,-1.81,0.9,0.0,+0.9,-0.71,0,3,0,0,0,1,0,0,0,4,0,0,0
Judith Caravaca,,DF,Alhama,25-217,1997,10,10,873,0,0,0,0,0,5,0,0.1,0.1,0.0,def5954e,e9fecaf2,1,0,0.00,,11.5,0,0.07,-0.1,-0.1,132,242,3003,1429,0.0,0.0,0,7,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,22,26,2,0,13,17,4,11,6,5,14,42,46,0,347,67,260,82,11,4,347,0,1,3,1,94,0,87,87,8,0,,,0.30,4,17,-13,+1.74,7.0,13.0,-6.0,+1.31,0,6,1,2,0,22,0,0,0,56,10,2,0
Carmen Carbonell,,GK,Villarreal,23-133,1999,2,1,100,0,0,0,0,0,0,0,0.0,0.0,0.0,2f77f07e,7a7bef84,0,0,,,,0,,0.0,0.0,14,30,534,440,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,28,34,0,0,0,34,0,0,0,0,7,0,50,90,1,1,10,9,1.50,1,0,+1,+2.82,1.1,0.7,+0.4,+1.10,0,0,0,0,0,0,0,0,0,1,0,0,0
Estela Carbonell,es ESP,DF,Levante,18-051,2004,5,4,261,0,0,0,0,0,0,0,0.0,0.0,0.0,80df9863,0f4738a8,4,2,0.00,0.00,19.3,0,0.01,0.0,0.0,128,186,2121,1033,0.2,0.0,1,1,9,1,14,11,7,2,1,0,1,0,1,1,0,0,0,0,0,8,4,2,5,1,1,2,1,5,0,5,7,15,2,0,228,1,38,94,99,4,228,4,8,6,8,116,19,52,63,0,1,8,6,2.00,4,5,-1,-2.44,4.6,2.3,+2.4,-0.70,0,3,3,1,15,4,1,0,0,23,4,1,0
Marta Cardona,es ESP,"FW,MF",Atlético Madrid,27-196,1995,10,7,618,1,2,1,0,0,0,0,2.3,2.3,1.7,02d10cee,b56c2667,15,5,0.07,0.20,12.0,0,0.15,-1.3,-1.3,121,186,1879,584,1.8,+0.3,11,19,4,2,13,29,18,0,5,5,1,0,3,3,0,0,0,0,0,12,6,4,7,1,2,7,5,6,0,6,9,21,1,0,304,1,33,133,144,43,304,14,44,26,12,188,31,62,71,0,3,40,1,2.00,10,9,+1,-1.55,12.3,6.5,+5.7,-0.31,0,6,5,6,20,6,0,0,0,32,1,2,0
Andrea Carid,,"MF,FW",Alhama,29-244,1993,11,11,923,0,0,0,0,0,1,0,1.7,1.7,0.5,06ff92d6,e9fecaf2,12,2,0.00,0.00,14.3,0,0.14,-1.7,-1.7,143,248,2801,953,0.3,-0.5,9,22,5,1,28,19,13,0,1,3,2,0,1,0,0,0,1,0,0,23,16,9,11,3,8,21,13,13,3,10,11,34,9,0,364,7,74,203,92,21,364,4,8,28,12,187,23,84,84,7,0,,,0.27,5,22,-17,-1.66,7.6,15.7,-8.2,-0.38,0,23,15,2,5,16,0,0,0,58,6,26,0
Olga Carmona,es ESP,"DF,MF",Real Madrid,22-179,2000,8,5,466,0,2,0,0,0,3,0,0.2,0.2,0.6,830c134a,54582b93,8,2,0.00,0.00,23.9,0,0.03,-0.2,-0.2,196,270,3095,1057,0.3,+1.4,3,16,4,1,18,8,6,0,1,1,0,0,3,3,0,0,0,0,0,8,6,3,4,1,3,6,3,3,0,3,8,16,1,0,324,4,59,148,120,16,324,6,16,11,8,211,23,58,73,2,3,34,1,2.38,16,5,+11,+0.05,7.8,6.0,+1.8,-0.54,0,9,11,1,19,6,0,0,0,39,3,5,0
Ana Carolina,br BRA,DF,Sporting Huelva,32-109,1990,6,6,461,0,0,0,0,0,0,0,0.4,0.4,0.0,bcda089b,27acb0af,1,0,0.00,,4.0,0,0.44,-0.4,-0.4,48,93,1112,826,0.0,0.0,0,3,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,6,6,1,0,2,7,5,7,7,0,13,20,20,0,142,29,95,44,3,1,142,1,1,1,1,22,1,77,77,3,0,,,1.17,3,9,-6,-0.32,4.2,11.2,-7.0,-0.46,0,3,4,0,0,6,0,0,0,27,2,2,0
Raiderlin Carrasco,ve VEN,DF,Sporting Huelva,20-150,2002,10,8,715,0,1,0,0,0,0,0,0.0,0.0,0.2,d10dca54,27acb0af,1,0,0.00,,36.5,0,0.01,0.0,0.0,171,320,3339,2610,0.2,+0.8,4,16,1,0,24,9,7,1,0,0,1,0,1,1,0,0,0,0,0,25,17,13,10,2,14,19,5,13,1,12,15,40,19,0,414,23,165,172,84,2,414,5,10,20,2,113,8,72,84,7,2,20,1,0.90,8,18,-10,-0.93,7.3,17.2,-9.9,-0.46,0,11,4,2,13,17,0,0,0,55,3,7,0
Sara Carrillo,,"FW,MF",Alavés,20-110,2002,11,7,610,2,0,2,0,0,0,0,0.7,0.7,0.3,aa9bb943,aa11fb42,15,3,0.13,0.67,23.5,1,0.05,+1.3,+1.3,82,156,1660,698,0.2,-0.3,4,13,6,2,12,17,10,0,1,4,2,0,3,2,0,1,0,0,0,6,3,0,3,3,1,3,2,6,0,6,2,8,1,0,214,1,23,109,85,10,214,5,9,18,8,129,8,55,71,0,4,28,,0.55,7,13,-6,+3.14,4.3,11.1,-6.9,+0.79,0,7,13,1,7,3,0,0,0,22,15,19,0
Marta Carro,es ESP,DF,Valencia,31-336,1991,9,8,744,0,0,0,0,0,0,0,0.5,0.5,0.0,fc74a000,f96ff499,7,1,0.00,0.00,10.6,0,0.07,-0.5,-0.5,235,321,4897,2811,0.1,0.0,0,17,2,0,15,3,1,0,0,2,0,0,1,0,0,0,1,0,0,4,3,3,1,0,2,7,5,9,9,0,9,13,24,0,377,80,248,122,17,12,377,0,0,2,3,199,0,83,90,8,1,24,,1.33,11,8,+3,+0.36,10.3,9.2,+1.1,-0.18,0,3,2,2,2,3,0,0,0,38,10,11,0
Trudi Carter,jm JAM,"FW,MF",Levante Planas,28-020,1994,3,1,99,0,0,0,0,0,0,0,0.0,0.0,0.0,4cac6cf9,753b93a5,1,1,0.00,0.00,23.1,0,0.03,0.0,0.0,8,19,134,34,0.0,0.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,1,1,0,0,0,0,0,3,1,0,31,0,4,23,4,0,31,1,2,3,4,18,3,33,45,0,2,27,,1.33,2,2,0,+1.62,1.3,3.2,-1.9,-0.75,0,1,0,0,0,2,0,0,0,4,1,1,0
Sandra Castelló,,MF,Sporting Huelva,29-123,1993,11,11,990,1,0,1,0,0,0,0,0.5,0.5,0.7,435a10d6,27acb0af,9,4,0.11,0.25,22.4,0,0.06,+0.5,+0.5,184,322,3202,1526,0.4,-0.7,7,33,5,0,32,18,13,1,0,2,2,0,1,0,0,0,1,0,0,21,12,6,14,1,11,20,9,19,3,16,16,37,14,0,431,26,114,244,78,7,431,2,7,13,13,152,14,90,90,11,0,,,1.09,9,20,-11,,8.3,20.6,-12.3,,0,16,6,0,5,12,0,0,0,91,13,17,0
Mariana Cerro,,MF,Athletic Club,22-200,2000,11,9,727,0,2,0,0,0,1,0,1.2,1.2,1.4,3b7b59d8,94929c05,13,5,0.00,0.00,20.7,0,0.09,-1.2,-1.2,134,239,2549,1024,0.3,+0.6,11,26,2,1,18,15,9,0,0,5,1,0,3,0,0,0,3,0,0,22,13,6,9,7,13,23,10,11,2,9,10,32,7,0,333,11,72,166,96,8,333,3,4,14,4,173,15,66,74,2,2,32,,1.18,12,12,0,+1.37,8.5,9.8,-1.4,+0.58,0,5,6,1,11,13,0,0,0,48,4,5,0
Ivonne Chacón,co COL,"FW,MF",Valencia,25-057,1997,8,2,228,0,0,0,0,0,1,0,0.3,0.3,0.2,fde686b3,f96ff499,6,3,0.00,0.00,15.6,0,0.06,-0.3,-0.3,36,57,469,120,0.1,-0.2,3,0,2,0,2,6,5,0,0,0,0,1,0,0,0,0,0,0,0,7,6,5,2,0,1,3,2,3,0,3,1,8,0,0,96,0,14,30,55,15,96,1,8,13,2,50,15,29,63,0,6,17,3,1.00,4,4,0,-0.35,3.9,5.0,-1.2,-0.82,0,4,2,2,5,6,0,0,0,10,3,4,0
Lice Chamorro,py PAR,"FW,MF",Alavés,23-351,1998,10,4,455,0,0,0,0,0,3,0,1.3,1.3,0.5,17630d22,aa11fb42,9,2,0.00,0.00,13.3,0,0.14,-1.3,-1.3,48,102,746,131,0.2,-0.5,4,3,2,1,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,7,6,2,3,2,1,2,1,11,3,8,4,11,5,0,163,6,25,71,69,21,163,2,6,18,11,101,13,46,78,1,6,24,1,0.30,3,20,-17,-2.35,4.0,12.4,-8.4,-0.64,0,9,8,1,9,6,0,0,0,11,18,13,0
Grace Chanda,zm ZAM,"FW,MF",Madrid CFF,25-180,1997,9,4,437,2,1,2,0,0,0,0,1.8,1.8,0.7,3a794757,89818574,17,10,0.12,0.20,18.1,0,0.11,+0.2,+0.2,106,161,1553,342,0.5,+0.3,5,9,3,0,10,22,16,0,0,4,2,0,2,1,0,0,1,0,0,5,2,2,2,1,1,1,0,1,0,1,0,5,0,0,212,1,13,98,106,16,212,3,11,17,11,153,39,49,75,0,5,27,1,2.11,13,1,+12,+3.29,8.6,4.4,+4.1,+0.59,0,5,4,2,8,2,0,0,0,34,7,9,0
Rita Chikwelu,ng NGA,"MF,FW",Levante Planas,34-277,1988,11,10,745,0,1,0,0,0,1,0,0.3,0.3,0.2,6d5d11eb,753b93a5,5,2,0.00,0.00,36.2,0,0.07,-0.3,-0.3,129,196,2340,706,0.5,+0.8,4,12,0,0,21,11,7,1,1,1,1,0,1,1,0,0,0,0,0,13,9,5,6,2,4,10,6,8,2,6,8,21,9,0,266,15,63,161,46,5,266,2,5,12,8,148,9,68,72,3,1,26,,0.73,8,20,-12,+0.02,7.2,14.6,-7.4,+0.58,0,13,9,2,2,9,0,0,0,49,11,6,0
Dorine Chuigoué,gq EQG,DF,Real Betis,34-010,1988,7,7,630,1,0,1,0,0,1,0,0.6,0.6,0.1,cdc7ad08,74142337,6,2,0.17,0.50,10.4,0,0.11,+0.4,+0.4,248,289,4586,1361,0.0,-0.1,1,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,9,5,4,17,19,15,0,340,34,201,131,12,7,340,0,0,3,1,184,2,90,90,7,0,,,0.57,8,20,-12,-1.46,3.7,17.5,-13.8,-0.94,0,5,3,1,0,1,0,0,0,52,5,8,0
Cienfu,,"MF,FW",Villarreal,21-244,2001,11,6,492,0,0,0,0,0,0,0,0.2,0.2,0.1,97d28a0b,7a7bef84,4,2,0.00,0.00,17.0,0,0.06,-0.2,-0.2,108,167,1832,471,0.2,-0.1,2,9,0,0,7,6,4,0,0,0,1,1,0,0,0,0,0,0,0,11,5,3,6,2,3,7,4,6,0,6,6,17,5,0,219,10,46,112,63,7,219,0,1,9,5,127,12,45,60,0,5,27,,0.91,5,10,-5,+1.43,4.2,9.6,-5.4,-0.67,0,3,6,3,5,5,0,0,0,41,4,6,0
Claudia,es ESP,DF,Real Madrid,24-273,1998,2,0,62,0,0,0,0,0,0,0,0.0,0.0,0.0,46cc62c2,54582b93,0,0,,,,0,,0.0,0.0,20,26,409,107,0.1,0.0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,3,4,2,0,34,3,13,17,5,2,34,0,0,1,0,17,1,31,,0,2,31,6,3.00,3,1,+2,+0.86,1.8,0.5,+1.3,+1.35,0,0,0,0,0,0,0,0,0,3,2,0,0
Laia Codina,es ESP,"DF,MF",Barcelona,22-320,2000,5,2,207,0,0,0,0,0,1,0,0.5,0.5,0.0,1efbd058,15f49df1,1,0,0.00,,5.7,0,0.51,-0.5,-0.5,152,163,2900,1010,0.0,0.0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,3,3,2,3,4,0,179,9,84,91,4,1,179,0,0,0,1,127,0,41,72,0,3,21,2,3.00,12,1,+11,+1.33,7.4,2.0,+5.4,-0.05,0,3,0,0,0,0,0,0,0,18,1,1,0
Aldana Cometti,ar ARG,DF,Madrid CFF,26-280,1996,10,10,871,1,0,1,0,0,4,0,0.5,0.5,0.2,41ccf1ac,89818574,8,2,0.13,0.50,12.4,0,0.06,+0.5,+0.5,347,484,7547,3615,0.4,-0.2,3,27,1,0,26,11,7,0,1,1,0,2,1,0,0,0,0,0,1,19,12,13,6,0,8,12,4,12,5,7,17,36,23,0,584,47,334,236,24,9,584,9,16,10,8,301,2,87,87,9,0,,1,1.90,19,15,+4,-1.86,14.6,10.0,+4.6,-0.35,0,14,12,0,3,12,0,1,0,75,5,5,0
Marta Constantino,,MF,Valencia,17-027,2005,2,0,19,0,1,0,0,0,0,0,0.0,0.0,0.4,e434984e,f96ff499,1,0,0.00,,28.3,0,0.02,0.0,0.0,4,10,41,10,0.0,+0.6,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,1,4,6,4,2,14,0,0,0,1,6,1,10,,0,2,10,,1.50,1,1,0,-0.28,0.5,0.4,+0.1,+0.24,0,0,0,0,0,0,0,0,0,2,1,1,0
Mariela Coronel,ar ARG,"DF,MF",Alhama,41-171,1981,5,0,65,0,0,0,0,0,1,0,0.2,0.2,0.0,014e6949,e9fecaf2,2,0,0.00,,7.6,0,0.10,-0.2,-0.2,14,24,239,130,0.0,0.0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,1,0,1,1,0,1,4,1,0,32,2,8,19,6,2,32,0,0,0,0,8,0,13,,0,5,13,4,0.60,0,2,-2,-1.31,0.7,1.4,-0.7,-0.19,0,3,1,0,1,2,0,0,0,7,3,2,0
Yulema Corres,es ESP,MF,Athletic Club,30-276,1992,1,1,45,0,0,0,0,0,0,0,0.1,0.1,0.0,d60aaf02,94929c05,1,0,0.00,,10.0,0,0.07,-0.1,-0.1,5,12,79,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,15,0,1,5,9,1,15,0,0,2,0,10,0,45,45,0,0,,3,0.00,0,2,-2,-3.81,0.1,0.8,-0.7,-1.08,0,1,1,0,0,0,0,0,0,4,1,2,0
Ana-Maria Crnogorčević,ch SUI,FW,Barcelona,32-066,1990,11,5,521,5,1,5,0,0,1,0,3.3,3.3,0.9,d3c316a3,15f49df1,16,10,0.31,0.50,10.5,0,0.20,+1.7,+1.7,124,177,1702,523,1.4,+0.1,10,6,9,3,16,19,15,0,2,1,1,0,1,1,0,0,0,0,0,8,3,3,5,0,1,6,5,5,0,5,1,9,4,0,231,6,23,82,128,41,231,5,8,10,5,177,34,47,73,1,6,26,,3.00,24,2,+22,+0.15,14.7,3.6,+11.2,-0.98,0,7,4,4,14,3,0,0,0,24,7,3,0
Cristina Cubedo,,DF,Villarreal,23-048,1999,3,3,270,0,0,0,0,0,0,0,0.0,0.0,0.0,3bca50c0,7a7bef84,0,0,,,,0,,0.0,0.0,65,98,1252,590,0.0,0.0,0,3,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,3,1,5,2,3,3,5,20,0,131,37,104,28,1,1,131,1,1,3,1,51,1,90,90,3,0,,1,1.00,5,6,-1,+1.79,3.2,5.3,-2.1,-0.07,0,1,1,1,0,2,0,0,0,19,3,3,0
Iglesias De La Cruz,es ESP,"MF,FW",Villarreal,19-100,2003,9,1,227,0,0,0,0,0,2,0,0.1,0.1,0.0,d5195e84,7a7bef84,2,0,0.00,,23.1,0,0.04,-0.1,-0.1,53,91,924,346,0.1,0.0,0,6,1,0,7,4,2,0,0,0,2,0,0,0,0,0,0,0,0,7,3,2,5,0,4,6,2,6,0,6,3,10,1,0,123,1,21,71,31,1,123,0,6,4,6,60,4,25,90,1,8,17,1,0.78,1,7,-6,-0.96,2.1,2.6,-0.5,+0.61,0,7,4,0,7,3,0,0,0,12,4,1,0
Athenea del Castillo,es ESP,"FW,MF",Real Madrid,22-045,2000,10,9,797,3,2,3,0,0,1,0,1.8,1.8,1.6,cd031048,54582b93,15,8,0.20,0.38,15.9,0,0.12,+1.2,+1.2,207,300,3204,838,1.6,+0.4,9,15,10,7,15,25,14,3,2,1,4,1,4,2,1,0,1,0,0,25,17,10,6,9,7,14,7,12,0,12,4,29,2,0,414,3,53,152,216,38,414,24,43,29,7,287,50,80,85,4,1,34,,2.50,27,8,+19,+0.40,15.3,8.7,+6.6,+1.22,0,7,27,6,38,17,0,0,0,46,2,6,0
Eli del Estal,,FW,Sevilla,29-260,1993,2,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,f87487b0,215d9026,0,0,,,,0,,0.0,0.0,1,2,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,4,0,1,3,0,0,4,0,0,0,0,1,0,2,,0,2,2,3,1.00,0,2,-2,-45.09,0.1,0.1,0.0,-0.86,0,0,0,0,0,1,0,0,0,1,0,0,0
Miriam Diéguez,es ESP,MF,Alavés,36-218,1986,11,10,945,0,0,0,0,0,1,0,0.2,0.2,0.4,47df4a71,aa11fb42,4,2,0.00,0.00,22.3,0,0.05,-0.2,-0.2,230,355,4346,1758,0.5,-0.4,4,30,6,1,23,11,6,3,0,1,0,1,2,1,0,0,0,0,1,23,13,13,7,3,6,10,4,8,2,6,16,39,19,0,460,33,176,238,53,4,460,3,12,14,5,220,3,86,90,10,1,45,,0.55,11,29,-18,+8.29,8.7,19.6,-10.8,+6.23,0,5,6,0,13,13,0,0,0,71,3,2,0
Nekane Díez,es ESP,"MF,FW",Athletic Club,31-117,1991,6,1,108,1,0,1,0,0,0,0,0.3,0.3,0.0,4c0a4b1e,94929c05,3,1,0.33,1.00,13.1,0,0.10,+0.7,+0.7,10,19,164,33,0.0,0.0,1,0,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2,2,0,32,2,5,12,15,3,32,0,0,7,1,25,6,18,71,0,5,7,5,1.67,2,2,0,+0.41,1.7,0.8,+0.9,+1.16,0,2,1,3,0,1,0,0,0,3,1,0,0
Silvia Doblado,es ESP,"MF,FW",UDG Tenerife,35-261,1987,8,4,300,0,0,0,0,0,0,0,0.0,0.0,0.1,00bdb60c,4c088abe,0,0,,,,0,,0.0,0.0,56,95,1056,218,0.1,-0.1,3,6,1,0,5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,11,7,6,4,1,2,4,2,7,3,4,9,20,9,0,139,14,53,65,22,2,139,1,2,6,3,46,5,38,54,0,4,22,2,1.25,2,3,-1,0.00,2.7,3.9,-1.2,-0.39,0,2,2,0,2,7,0,0,0,22,4,2,0
Laura Domínguez,,"DF,FW",Madrid CFF,25-118,1997,10,8,745,0,3,0,0,0,1,0,0.0,0.0,1.0,2f7b026f,89818574,1,0,0.00,,30.6,0,0.02,0.0,0.0,243,369,4007,2190,1.1,+2.0,10,22,6,2,28,20,17,2,1,0,0,0,5,5,0,0,0,0,0,29,18,20,6,3,10,21,11,17,3,14,9,38,13,0,464,22,187,159,123,4,464,3,10,14,7,210,16,75,88,5,2,23,1,2.20,17,10,+7,+0.85,13.6,9.0,+4.6,+0.13,0,6,11,2,9,18,0,0,0,51,5,3,0
Merel van Dongen,nl NED,DF,Atlético Madrid,29-300,1993,10,10,887,0,0,0,0,0,2,0,0.9,0.9,0.1,247f6fbc,b56c2667,9,1,0.00,0.00,14.3,3,0.11,-0.9,-0.9,456,513,10245,3955,0.1,-0.1,2,33,1,0,25,7,5,1,0,1,0,0,1,1,0,0,0,0,0,15,10,10,5,0,4,8,4,5,4,1,14,29,19,0,581,48,290,269,26,7,581,0,1,2,2,367,1,89,89,9,0,,,2.00,16,12,+4,-3.09,17.8,8.7,+9.1,-0.30,0,11,4,1,2,10,0,1,0,55,11,15,0
